feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
KEGG8	ST	15	-0.0108706711526596	0.00475214447845595	1346	1346	0.0242328383675519	0.172927171087527
KEGG16	ST	8	0.0113370133182614	0.00501371098327232	1346	1346	0.0248320962269703	0.176113346052107
KEGG63	ST	6	-0.00731143209005712	0.00325273831022873	1346	1346	0.0250810118670909	0.177062739740609
KEGG26	ST	39	-0.0668467012375094	0.0298645826979308	1346	1346	0.0254946206975416	0.179160827641628
KEGG74	ST	6	-0.00731409030815966	0.00326949519646237	1346	1346	0.0257768811115434	0.180321000139388
KEGG7	ST	39	-0.0143883870342636	0.00644926461622724	1346	1346	0.026213126575029	0.182542994565473
KEGG17	ST	30	-0.00803283697238463	0.00359003137115973	1346	1346	0.0265962083835069	0.184376417577555
KEGG103	ST	39	-0.0132732168625487	0.00600276030634062	1346	1346	0.0272062883268194	0.187055319313062
KEGG18	ST	39	-0.0139396737308629	0.00628484645842589	1346	1346	0.027225725488061	0.187055319313062
KEGG25	ST	39	-0.0138968158165343	0.00628267786406438	1346	1346	0.0276376950777411	0.189041834331749
KEGG42	ST	30	-0.00889989621816128	0.00400166343227714	1346	1346	0.0279460710520995	0.190305324553898
KEGG19	ST	39	-0.0149725986257668	0.00681085701784431	1346	1346	0.0283924120990443	0.192493049429203
KEGG23	ST	39	-0.014232864728988	0.00647987329404474	1346	1346	0.0285276579149832	0.192561690926137
KEGG53	ST	39	-0.0148077755937537	0.00676197214623804	1346	1346	0.0291564104523865	0.19428854390607
KEGG62	ST	39	-0.0148090316559103	0.0067627969873675	1346	1346	0.0291622180911644	0.19428854390607
KEGG63	ST	582	-0.00895416290970955	0.00406046772257188	1346	1346	0.0289283917177826	0.19428854390607
KEGG56	ST	22	0.0851444701737306	0.0387355406006222	1346	1346	0.0292907258494801	0.194303565010129
KEGG9	ST	15	-0.00935518790930152	0.00429451403252963	1346	1346	0.0298352755650583	0.197066476800964
KEGG47	ST	188	-0.00958583691937401	0.00439438648054283	1346	1346	0.0304384549130842	0.200191376543746
KEGG56	ST	39	0.0560529041501133	0.0258875434710132	1346	1346	0.0307281640492274	0.201236784986217
KEGG49	ST	39	-0.0138750807181236	0.00639748384442606	1346	1346	0.0309047937023714	0.201535921643855
KEGG35	ST	15	-0.00933142145804234	0.00428601106791564	1346	1346	0.0313420104716238	0.202669555108525
KEGG71	ST	45	0.0100805129125447	0.00467504274964149	1346	1346	0.031244351426967	0.202669555108525
KEGG61	ST	39	-0.0137057205951264	0.00636057654628719	1346	1346	0.0319501354212158	0.205737482900632
KEGG15	ST	39	-0.013449964411201	0.00625206705251771	1346	1346	0.0324101402301457	0.207830024225809
KEGG47	ST	6	-0.00868038993898151	0.00405323698552142	1346	1346	0.0326691824344277	0.208621874550142
KEGG139	ST	39	-0.0129361048730641	0.00610005872957919	1346	1346	0.0341613336962775	0.216705434565155
KEGG74	ST	582	-0.00875460218314201	0.00409741128803189	1346	1346	0.0342166475629193	0.216705434565155
KEGG125	ST	1290	-0.0162736111972127	0.00743094058027945	1346	1346	0.0344235964020125	0.2171226018963
KEGG45	ST	39	-0.0118660685870577	0.00560504712501288	1346	1346	0.0347193434994244	0.218004561074179
KEGG9	ST	39	-0.0144750991603427	0.00683946131922975	1346	1346	0.0348467329592255	0.218004561074179
KEGG40	ST	1290	-0.0103237063409069	0.00483752416727369	1346	1346	0.035902063198887	0.223697470700758
KEGG63	ST	109	-0.0126468584778038	0.00600662452257952	1346	1346	0.0364011965881105	0.225892909472186
KEGG19	ST	15	-0.00892352311251106	0.00426837813456707	1346	1346	0.037023833243794	0.22883405366345
KEGG106	ST	6	-0.0392123962744497	0.0188091249705136	1346	1346	0.0373297561705349	0.229462802701153
KEGG31	ST	22	0.874955283850283	0.417224928567201	1346	1058	0.0374237579454123	0.229462802701153
KEGG36	ST	30	-0.00825370546955055	0.00398881774963784	1346	1346	0.040255194965767	0.243688641986557
KEGG41	ST	8	0.0106091528708629	0.00511915687199336	1346	1346	0.0401885464533811	0.243688641986557
KEGG54	ST	5	0.0153172469871037	0.00745365261155432	1346	1346	0.0404023287973082	0.243688641986557
KEGG58	ST	1290	0.0292335504841761	0.0142401042669168	1346	1346	0.0405356025656651	0.243688641986557
KEGG8	ST	30	-0.00841429230895384	0.00406819976252806	1346	1346	0.0402123226015377	0.243688641986557
KEGG39	ST	15	-0.010173443835828	0.00495437154102193	1346	1346	0.0406951043208256	0.243695585796695
KEGG74	ST	109	-0.0124430211571265	0.00605257308012432	1346	1346	0.0410083855457979	0.244619788197608
KEGG17	ST	15	-0.00863992791378947	0.00421653174697302	1346	1346	0.0416263009123326	0.247347015845868
KEGG134	ST	30	-0.0085011757566263	0.00415097960058613	1346	1346	0.0420648032939744	0.248991277959333
